u238, 0.8238795874862717
o16, 0.12164370745619106
u235, 0.00698201553755398
pu239, 0.005170953851201893
u236, 0.00346513545897196
pu240, 0.002342540321668971
xe136, 0.0019154279530232247
pu241, 0.0013743020157451435
xe134, 0.0014234155530021492
ba138, 0.0012120519373068207
la139, 0.0011348735216172403
cs137, 0.0011129478353417914
ce140, 0.001118210000047899
cs133, 0.0010629572706337676
ce142, 0.0010357694196522107
pr141, 0.0010191058980828695
gd154, 0.00044368818746998596
xe132, 0.0010454167216134083
mo100, 0.0008849206980771217
nd143, 0.000733019543560811
nd144, 0.0010243680627889773
mo98, 0.0007780987545431342
mo97, 0.0007645925317974576
tc99, 0.0007413513043454816
zr96, 0.0007413513043454816
ru102, 0.0007771340243470144
ru101, 0.0007405619796395655
zr94, 0.0006893435765001166
gd155, 2.4898809334399886e-06
cs135, 0.0006125159717909433
zr93, 0.0006375112541449551
nd145, 0.0006191813804186797
mo95, 0.0006455799066943204
nd146, 0.0006447028792433024
zr92, 0.0005701555459067759
o18, 0.0002812627035414598
ru104, 0.000574365277671662
zr91, 0.000511131598453267
tb159, 0.00045675589649015353
sr90, 0.00044859954119568656
rh103, 0.00046596468472584213
xe131, 0.0004093087113900819
pu242, 0.0006050612384572906
y89, 0.000382208563153627
pd105, 0.00043097128943022555
np237, 0.00040518668237029756
te130, 0.0003619492290351121
nd148, 0.0003468643568776032
gd157, 2.627574243249808e-06
sr88, 0.0003008204156991603
ce144, 0.0001665475129483106
sm150, 0.00026021404471702873
rb87, 0.0002128545623620589
pd107, 0.0002438136313829929
pd106, 0.0002871387874632801
pm147, 0.00013313276706452634
kr86, 0.00016207467294811903
nd150, 0.00017444076000747226
i129, 0.00016593359373259802
pd104, 0.0002196076737348972
pd108, 0.00016531967451688547
pu238, 0.00020575064000881343
ru106, 0.00010278761725930493
sm152, 0.00010059504863176002
eu153, 0.00011532910980886174
sm148, 0.00013971047294716104
kr84, 9.88409937297241e-05
o17, 4.945557796290277e-05
sm147, 0.00011383816314213122
rb85, 8.901828627832294e-05
te128, 9.19124768666822e-05
np239, 3.818577521732198e-05
ag109, 8.195821529762836e-05
cs134, 9.129855765096964e-05
am241, 8.553648729778165e-05
am243, 0.00011910032784823899
ru100, 9.068463843525707e-05
zr95, 2.8862973413001062e-05
gd152, 1.1252262196560428e-05
dy161, 5.0420308159022526e-05
ba137, 7.701178047388707e-05
kr83, 4.163249309982256e-05
ce141, 2.2294037804876546e-05
pd110, 5.4007350433685975e-05
i127, 4.652630627650278e-05
dy160, 5.5217648316090764e-05
y91, 1.7400224628196326e-05
ba134, 6.952196604219368e-05
ru103, 2.1118821020512478e-05
sm154, 3.730874776630402e-05
nb95, 1.581280494185382e-05
se82, 3.031883898169088e-05
sr89, 1.0804978196541268e-05
cd110, 4.1509709256680044e-05
zr90, 3.5431909021125584e-05
mo96, 3.652819333489803e-05
ba136, 3.119586643270884e-05
dy162, 2.873141929534837e-05
kr85, 1.9662955451822666e-05
cd111, 2.634590462857952e-05
sn126, 2.1715199687204693e-05
br81, 1.9399847216517277e-05
eu154, 2.5582890746193896e-05
ba140, 9.2000179611784e-06
pr143, 8.62907309056571e-06
sm151, 1.0690964627908932e-05
cm244, 4.323745333518543e-05
cd114, 1.6409183608546032e-05
cm242, 2.0943415530308884e-05
cd112, 1.3944736471185566e-05
se80, 1.1524140706375996e-05
nd142, 1.8619292785111293e-05
dy163, 1.66810621183616e-05
sn124, 1.0217369804359234e-05
c13, 9.226328784708939e-06
xe133, 4.33777777273483e-06
sb125, 7.243369717957332e-06
tb160, 8.009014682696012e-06
eu155, 8.10022553760188e-06
sn122, 6.58647615714488e-06
sb123, 6.475093670865599e-06
nd147, 3.159052878566692e-06
i131, 3.273066447199027e-06
cd116, 6.066398878691229e-06
he4, 6.167257035558295e-06
sn117, 5.667351388478057e-06
u237, 3.93785325507064e-06
sn118, 5.3121552708157845e-06
sn120, 5.22796063551806e-06
sb121, 5.011334855116624e-06
sn119, 5.09903760021842e-06
se79, 4.55264949823423e-06
sm149, 1.8391265647846622e-06
te125, 6.0970948394768584e-06
xe130, 6.660146463030389e-06
u234, 4.125537129588484e-06
te132, 1.8417576471377162e-06
mo99, 1.5251507373202326e-06
sn116, 3.7194734197671683e-06
in115, 2.0776780314615475e-06
la140, 1.248887090249575e-06
se78, 2.125914541267535e-06
xe128, 3.0046960471875314e-06
ce143, 8.738701521942953e-07
eu156, 2.042596933420829e-06
dy164, 3.1985191138625e-06
ho165, 3.493200337404535e-06
gd153, 3.292361051121422e-07
i133, 7.062702063047632e-07
pm148m, 9.252639608239478e-07
te129m, 6.611909953224401e-07
am242m, 1.3979817569226284e-06
cm245, 2.766144580510646e-06
rh105, 5.70944870612692e-07
pm149, 4.831544227657942e-07
te127m, 4.6728022590236914e-07
se77, 7.460872525809786e-07
zr97, 3.3686624393599846e-07
tb161, 4.019416808015311e-07
pm148, 4.148339843314951e-07
gd159, 2.9827703609120823e-07
np238, 6.105865113987038e-07
sm153, 4.3974156394040515e-07
u239, 2.651253984427293e-07
cs136, 4.779799608047883e-07
te126, 5.410382345329796e-07
i135, 2.1916916000938822e-07
kr82, 5.821708219857218e-07
sn121m, 3.948377584482856e-07
ag110m, 4.739456345301056e-07
y93, 1.602329153009813e-07
cm243, 6.502281521847155e-07
ge76, 3.2186907452359134e-07
xe135, 1.3199263137820298e-07
sr91, 1.1524140706375994e-07
sb127, 1.5628629177140047e-07
sn115, 2.7117688785475324e-07
ag111, 1.9294603922395122e-07
sr86, 3.837872125654593e-07
tc99m, 1.2216992392680185e-07
te122, 3.587919302114475e-07
cd113, 1.2164370745619106e-07
pr145, 1.0989153961255039e-07
la141, 1.0980383686744861e-07
te131m, 1.1357505490682583e-07
pm151, 1.120841082400953e-07
er166, 5.25339443159758e-07
ba135, 4.275508823712555e-07
te124, 2.479356604027773e-07
sn123, 8.928139451362833e-08
as75, 1.256780337308737e-07
y90, 1.1603073176967612e-07
c14, 1.1041775608316118e-07
ru105, 7.424037372867032e-08
y92, 4.770152306086685e-08
xe133m, 5.6515648943597345e-08
i132, 5.6463027296536275e-08